fecha,algoritmo,filas,columnas,tipoDato,x,y,esInicio,esFin,esObstaculo,tiempoEjecucion(ms)
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,0,0,true,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,0,1,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,0,2,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,0,3,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,0,4,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,0,5,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,0,6,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,0,7,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,0,8,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,0,9,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,1,0,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,1,1,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,1,2,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,1,3,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,1,4,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,1,5,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,1,6,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,1,7,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,1,8,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,1,9,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,2,0,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,2,1,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,2,2,false,false,true,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,2,3,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,2,4,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,2,5,false,false,true,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,2,6,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,2,7,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,2,8,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,2,9,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,3,0,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,3,1,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,3,2,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,3,3,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,3,4,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,3,5,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,3,6,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,3,7,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,3,8,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,3,9,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,4,0,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,4,1,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,4,2,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,4,3,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,4,4,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,4,5,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,4,6,false,false,true,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,4,7,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,4,8,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,4,9,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,5,0,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,5,1,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,5,2,false,false,true,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,5,3,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,5,4,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,5,5,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,5,6,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,5,7,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,5,8,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,5,9,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,6,0,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,6,1,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,6,2,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,6,3,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,6,4,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,6,5,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,6,6,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,6,7,false,false,true,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,6,8,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,6,9,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,7,0,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,7,1,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,7,2,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,7,3,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,7,4,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,7,5,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,7,6,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,7,7,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,7,8,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,7,9,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,8,0,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,8,1,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,8,2,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,8,3,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,8,4,false,false,true,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,8,5,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,8,6,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,8,7,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,8,8,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,8,9,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,9,0,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,9,1,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,9,2,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,9,3,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,9,4,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,9,5,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,9,6,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,9,7,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,9,8,false,false,false,
2025-07-29T17:07:47.389388842,bfs,10,10,nodo,9,9,false,true,false,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,0,0,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,1,0,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,0,1,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,2,0,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,1,1,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,0,2,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,3,0,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,2,1,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,1,2,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,0,3,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,4,0,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,3,1,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,1,3,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,0,4,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,5,0,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,4,1,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,3,2,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,2,3,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,1,4,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,0,5,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,6,0,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,5,1,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,4,2,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,3,3,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,2,4,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,1,5,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,0,6,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,7,0,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,6,1,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,4,3,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,3,4,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,1,6,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,0,7,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,8,0,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,7,1,,,,
2025-07-29T17:07:47.389388842,bfs,10,10,visitado,6,2,,,,
