fecha,algoritmo,filas,columnas,tipoDato,x,y,esInicio,esFin,esObstaculo,tiempoEjecucion(ms)
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,0,true,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,1,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,2,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,3,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,4,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,5,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,6,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,7,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,8,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,9,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,10,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,11,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,12,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,13,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,0,14,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,0,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,1,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,2,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,3,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,4,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,5,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,6,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,7,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,8,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,9,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,10,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,11,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,12,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,13,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,1,14,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,0,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,1,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,2,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,3,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,4,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,5,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,6,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,7,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,8,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,9,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,10,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,11,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,12,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,13,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,2,14,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,0,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,1,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,2,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,3,false,false,true,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,4,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,5,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,6,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,7,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,8,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,9,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,10,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,11,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,12,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,13,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,3,14,false,false,false,
2025-07-29T17:25:08.915693864,dfs,15,15,nodo,4,0,false,false,false,
