fecha,algoritmo,filas,columnas,tipoDato,x,y,esInicio,esFin,esObstaculo,tiempoEjecucion(ms)
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,0,0,true,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,0,1,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,0,2,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,0,3,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,0,4,false,false,true,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,1,0,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,1,1,false,false,true,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,1,2,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,1,3,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,1,4,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,2,0,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,2,1,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,2,2,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,2,3,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,2,4,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,3,0,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,3,1,false,false,true,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,3,2,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,3,3,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,3,4,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,4,0,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,4,1,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,4,2,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,4,3,false,false,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,nodo,4,4,false,true,false,
2025-08-01T11:28:55.153157400,recursivo2,5,5,visitado,0,0,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,visitado,0,1,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,visitado,0,2,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,visitado,0,3,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,visitado,1,3,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,visitado,1,4,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,visitado,2,4,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,visitado,3,4,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,visitado,4,4,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,camino,0,0,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,camino,0,1,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,camino,0,2,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,camino,0,3,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,camino,1,3,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,camino,1,4,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,camino,2,4,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,camino,3,4,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,camino,4,4,,,,
2025-08-01T11:28:55.153157400,recursivo2,5,5,tiempo,,,,,,, 1
